id,chapter_name,motif_name,notes,level,chapter_id,level_0,level_1,level_2,level_3,level_4,level_5,level_6
G225.0.5.1,Ogres,Familiar's Abode Is Hearth Of Magician,"Argentina: Jijena Sanchez 84, 92.",NA,G,G200,G220,G225,G225.0.5,G225.0.5.1,G225.0.5.1,NA
G225.0.5,Ogres,Familiar's Abode Is Magician's Cellar,Argentina: Jijena Sanchez 85.,NA,G,G200,G220,G225,G225.0.5,G225.0.5,NA,NA
G225.0.6,Ogres,Familiar Comes At Nightfall And Disappears At Cockcrow,(Cf. †E452.) Argentina: Jijena Sanchez 86f.,NA,G,G200,G220,G225,G225.0.6,G225.0.6,NA,NA
G225.0.7,Ogres,Familiar To Be Fed On Human Meat,"Argentina: Jijena Sanchez 88, 90.",NA,G,G200,G220,G225,G225.0.7,G225.0.7,NA,NA
G225.1,Ogres,Insect As Witch's Familiar,"(Fly, bee, gnat, spider.) Kittredge Witchcraft 180 n. 54; Tobler 40; England: Baughman.",3,G,G200,G220,G225,G225.1,NA,NA,NA
G225.2,Ogres,Horse As Witch's Companion,"*Howey 172ff.; Argentina: Jijena Sanchez 76, 87.",3,G,G200,G220,G225,G225.2,NA,NA,NA
G225.3,Ogres,Cat As Servant Of Witch,"Fb ""kat"" II 107; Kittredge Witchcraft 177f. n. 36; England, U.S.: Baughman; North Carolina: Brown Collection I 660, 664; Icelandic: Boberg.",3,G,G200,G220,G225,G225.3,NA,NA,NA
G225.4,Ogres,Toad As Witch's Familiar,(Cf. †G303.10.2.) Kittredge Witchcraft 182 nn. 76--87; England: Baughman; Argentina: Jijena Sanchez 76.,3,G,G200,G220,G225,G225.4,NA,NA,NA
G225.5,Ogres,"Witch Has An Army Of Dragons, Lions And Bears","Icelandic: Þiðriks saga II 271--75, Boberg.",3,G,G200,G220,G225,G225.5,NA,NA,NA
G225.6,Ogres,Dog As Witch's Familiar,"England: *Baughman; Argentina: Jijena Sanchez 76, 85; German: Grimm No. 85.",3,G,G200,G220,G225,G225.6,NA,NA,NA
G225.7.1,Ogres,Magician's Familiar A Pig,Argentina: Jijena Sanchez 76.,4,G,G200,G220,G225,G225.7,G225.7.1,NA,NA
G225.7.2,Ogres,Magician's Familiar A Viper,"Argentina: Jijena Sanchez 76, 92.",4,G,G200,G220,G225,G225.7,G225.7.2,NA,NA
G225.7,Ogres,Other Animal As Witch's Familiar,"England, U.S.: *Baughman.",3,G,G200,G220,G225,G225.7,NA,NA,NA
G225.8,Ogres,Minor Devil Or Imp As Witch's Familiar,"England, U.S.: *Baughman.",3,G,G200,G220,G225,G225.8,NA,NA,NA
G225,Ogres,Witch's Familiar Spirit,Argentina: *Jijena Sanchez 73--114.,2,G,G200,G220,G225,NA,NA,NA,NA
G229.1.1,Ogres,Witch Who Is Out Of Skin Is Prevented From Reentering It When Person Salts Or Peppers Skin,"(Cf. †G275.8.1.) England, U.S.: *Baughman.",4,G,G200,G220,G229,G229.1,G229.1.1,NA,NA
G229.1,Ogres,Soul Of Witch Leaves The Body,"England, U.S.: Baughman; Swiss: Jegerlehner Oberwallis 315 No. 124.",3,G,G200,G220,G229,G229.1,NA,NA,NA
G229.2,Ogres,Witch Carries Her Children In Her Own Body,Jamaica: *Beckwith MAFLS XVII 269 No. 82.,3,G,G200,G220,G229,G229.2,NA,NA,NA
G229.3,Ogres,Witches Lack Bread And Salt,"Fb ""salt"" III 148a.",3,G,G200,G220,G229,G229.3,NA,NA,NA
G229.4.1,Ogres,Witch Can Be Killed Only By Certain Lance,Irish myth: Cross.,4,G,G200,G220,G229,G229.4,G229.4.1,NA,NA
G229.4.2,Ogres,Witch Can Catch Bullets And Send Them Back,(Cf. †G265.8.3.1.2.) Lithuanian: Balys Historical.,4,G,G200,G220,G229,G229.4,G229.4.2,NA,NA
G229.4.3,Ogres,Witch's Body Does Not Bleed When Stuck With Sharp Object,"(Cf. †G225.0.1, †G273.6.) England: Baughman.",4,G,G200,G220,G229,G229.4,G229.4.3,NA,NA
G229.4.4,Ogres,"Witch Says Her Knees Are Beads (Liver Is Lead, Stomach Is Copper, Or The Like)",Eskimo (West Hudson Bay): Boas BAM XV 312.,4,G,G200,G220,G229,G229.4,G229.4.4,NA,NA
G229.4,Ogres,Invulnerability Of Witches,Irish myth: Cross; Icelandic: *Boberg.,3,G,G200,G220,G229,G229.4,NA,NA,NA
G229.5,Ogres,Beautiful Witch,(Cf. †G264.) North Carolina: Brown Collection I 660; Icelandic: *Boberg.,3,G,G200,G220,G229,G229.5,NA,NA,NA
G229.6,Ogres,Witch's Body Melts Stone She Sits On,England: Baughman.,3,G,G200,G220,G229,G229.6,NA,NA,NA
G229.7,Ogres,Blue Lights Follow Witches,U.S.: *Baughman.,3,G,G200,G220,G229,G229.7,NA,NA,NA
G229.8,Ogres,Fire Burns Up And Crackles When Wizard Passes Fireplace,England: Baughman.,3,G,G200,G220,G229,G229.8,NA,NA,NA
G229,Ogres,Characteristics Of Witches -- Miscellaneous,NA,2,G,G200,G220,G229,NA,NA,NA,NA
G230,Ogres,Habitat Of Witches,NA,1,G,G200,G230,G230,NA,NA,NA,NA
G231,Ogres,Witch Dwells On Cliff,"Hoffmann-Krayer Zs. f. Vksk. XXV 119; Icelandic: Corpus Poeticum Boreale I 152, Boberg.",2,G,G200,G230,G231,NA,NA,NA,NA
G232,Ogres,Witch Dwells On Glass Mountain,"*Fb ""glasbjærg"" I 459--460, ""heks"" I 582.",2,G,G200,G230,G232,NA,NA,NA,NA
G233,Ogres,Witch Lives In Fairy Mound,Irish myth: Cross.,2,G,G200,G230,G233,NA,NA,NA,NA
G234,Ogres,Witch Resides In Tree,India: Thompson-Balys.,2,G,G200,G230,G234,NA,NA,NA,NA
G235,Ogres,Witch Lives In Monastery,(Cf. †G243.) India: Thompson-Balys.,2,G,G200,G230,G235,NA,NA,NA,NA
G236,Ogres,Witch Lives In Forest,"German: Grimm Nos. 15, 60, 69, 123.",2,G,G200,G230,G236,NA,NA,NA,NA
G240,Ogres,Habits Of Witches,NA,1,G,G200,G240,G240,NA,NA,NA,NA
G241.1.1,Ogres,Witch Rides On Wolf,"Fb ""ulv"" III 970a; Icelandic: Corpus Poeticum Boreale I 226, 146, *Boberg; North Carolina: Brown Collection I 654.",4,G,G200,G240,G241,G241.1,G241.1.1,NA,NA
G241.1.2,Ogres,Witch Rides On Goat,"*Fb ""buk"" IV 77a; Kittredge Witchcraft 175 nn. 9--10; England: Baughman.",4,G,G200,G240,G241,G241.1,G241.1.2,NA,NA
G241.1.3,Ogres,Witch Rides On Dog,"*Fb ""hund"" I 676b.",4,G,G200,G240,G241,G241.1,G241.1.3,NA,NA
G241.1.4.1,Ogres,Witch Rides On Black Cat,"Fb ""ride"" III 53a.",5,G,G200,G240,G241,G241.1,G241.1.4,G241.1.4.1,NA
G241.1.4,Ogres,Witch Rides On Cat,England: Baughman.,4,G,G200,G240,G241,G241.1,G241.1.4,NA,NA
G241.1.5,Ogres,Witch Rides On Whale,Icelandic: Boberg.,4,G,G200,G240,G241,G241.1,G241.1.5,NA,NA
G241.1.6,Ogres,Witch Rides On Cattle,Icelandic: MacCulloch Eddic 302.,4,G,G200,G240,G241,G241.1,G241.1.6,NA,NA
G241.1.7,Ogres,Witch Rides On Tiger,India: Thompson-Balys.,4,G,G200,G240,G241,G241.1,G241.1.7,NA,NA
G241.1,Ogres,Witch Rides On Unusual Animal,NA,3,G,G200,G240,G241,G241.1,NA,NA,NA
G241.2.1.1,Ogres,Witch Transforms Person By Means Of Magic Bridle,"England, U.S.: *Baughman.",5,G,G200,G240,G241,G241.2,G241.2.1,G241.2.1.1,NA
G241.2.1,Ogres,Witch Transforms Man To Horse And Rides Him,"*Fb ""hest"" I 599a; England, U.S.: Baughman; North Carolina: Brown Collection I 650; Lithuanian: Balys Index No. 3656; Livonian: Loorits FFC XVI 62 No. 157; Estonian: Aarne FFC XXV 130 No. 71; Icelandic: Sveinsson FFC LXXXIII No. 306I.",4,G,G200,G240,G241,G241.2,G241.2.1,NA,NA
G241.2.2,Ogres,Person Enchanted By Witch's Salve So As To Be Ridden By Witch,"*Fb ""salve"" III 151a.",4,G,G200,G240,G241,G241.2,G241.2.2,NA,NA
G241.2,Ogres,Witch Rides On Person,"Fb ""ride"" III 52b; North Carolina: Brown Collection I 649, 667; Icelandic: MacCulloch Eddic 302, Boberg.",3,G,G200,G240,G241,G241.2,NA,NA,NA
G241.3.1,Ogres,Witch Rides On Horses Transformed From Straw,U.S.: *Baughman.,4,G,G200,G240,G241,G241.3,G241.3.1,NA,NA
G241.3.2,Ogres,Witch Rides Horses Through Air,England: Baughman.,4,G,G200,G240,G241,G241.3,G241.3.2,NA,NA
G241.3.3,Ogres,Witch's Horse Or Witch Leaves Mark On Church Steeple As He Goes Over,England: *Baughman.,4,G,G200,G240,G241,G241.3,G241.3.3,NA,NA
G241.3,Ogres,Witch Rides On Horse,"(Cf. †G241.2.1.) Canada, England, U.S.: *Baughman.",3,G,G200,G240,G241,G241.3,NA,NA,NA
G241.4.1,Ogres,Witches Ride On Tubs Using Goose Wings For Oars,England: Baughman.,4,G,G200,G240,G241,G241.4,G241.4.1,NA,NA
G241.4.2,Ogres,Witches Travel On Water In Eggshells,England. U.S.: *Baughman.,4,G,G200,G240,G241,G241.4,G241.4.2,NA,NA
G241.4.3,Ogres,Witch Travels Over Water In A Sieve Or A Riddle,"England, Scotland: *Baughman; North Carolina: Brown Collection I 660.",4,G,G200,G240,G241,G241.4,G241.4.3,NA,NA
G241.4.4,Ogres,Witches Ride On Bee-Hives,Lithuanian: Balys Index No. 3652.,4,G,G200,G240,G241,G241.4,G241.4.4,NA,NA
G241.4,Ogres,Witch Rides On Object,NA,3,G,G200,G240,G241,G241.4,NA,NA,NA
G241,Ogres,Witch Rides,Icelandic: *Boberg.,2,G,G200,G240,G241,NA,NA,NA,NA
G242.1.1,Ogres,Witch Smears Fat On Brooms In Preparation For Flight,"Fb ""fejd""; Penzer IX 45 n. 1; England, U.S.: Baughman; Finnish-Swedish: Wessman 81f. Nos. 675, 683.",4,G,G200,G240,G242,G242.1,G242.1.1,NA,NA
G242.1.2,Ogres,Witch Rides Stalk Of Broom (Ragwort),England: *Baughman.,4,G,G200,G240,G242,G242.1,G242.1.2,NA,NA
G242.1,Ogres,Witch Flies Through Air On Broomstick,"Kittredge Witchcraft 243, 547 n. 33; Fb ""lime"" II 430, ""limeskaft"" II 430f.; England, Scotland, Wales, U.S.: Baughman; Icelandic: *Boberg; Finnish-Swedish: Wessman 81f. Nos. 675, 683; Finnish: Aarne FFC XXXIII 48 No. 106; Estonian: Aarne FFC XXV 138 No. 106; Lithuanian: Balys Index No. 3651; Spanish: Espinosa Jr. No. 156.",3,G,G200,G240,G242,G242.1,NA,NA,NA
G242.2,Ogres,Witch Flies As Whirlwind,"Fb ""hvirvlevind"" I 707b.",3,G,G200,G240,G242,G242.2,NA,NA,NA
G242.3,Ogres,Witch Flies Through Air On Leaf,Irish myth: Cross.,3,G,G200,G240,G242,G242.3,NA,NA,NA
