id,chapter_name,motif_name,notes,level,chapter_id,level_0,level_1,level_2,level_3,level_4,level_5,level_6
D1003.3,Magic,Magic Blood Of Unborn Child,Jewish: Neuman.,3,D,D900,D990,D1003,D1003.3,NA,NA,NA
D1003,Magic,Magic Blood -- Human,"*Fb ""blod"" IV 46--48; *BP II 527 n. 1; Hdwb. d. Märchens s. v. ""Blut"". --Irish: Plummer cl, clxxxi, *Cross; English: Child I 172, II 39b; Italian: Basile II 5, III 9, Italian Novella: Rotunda; Jewish: Neuman, Gaster Thespis 296; India: Thompson-Balys, Penzer I 98.",2,D,D900,D990,D1003,NA,NA,NA,NA
D1004,Magic,Magic Tears,"Hartland Science 238. --Irish: Plummer cl, *Cross; Norse: De la Saussaye 277; Jewish: *Neuman; N. Am. Indian: *Thompson Tales 329 n. 190b.",2,D,D900,D990,D1004,NA,NA,NA,NA
D1005,Magic,Magic Breath,"Irish: Plummer clxxii, *Cross; Jewish: Neuman.",2,D,D900,D990,D1005,NA,NA,NA,NA
D1006,Magic,Magic Buttocks,N. Am. Indian: *Thompson Tales 296 n. 83.,2,D,D900,D990,D1006,NA,NA,NA,NA
D1007,Magic,Magic Bone (Human),(Cf. †D1013.) Jewish: Neuman.,2,D,D900,D990,D1007,NA,NA,NA,NA
D1008,Magic,Magic Human Flesh,Eskimo (Greenland): Rink 329.,2,D,D900,D990,D1008,NA,NA,NA,NA
D1009.1,Magic,Magic Scab (From Skin),Tsimshian: Boas BBAE XXVII 190.,3,D,D900,D990,D1009,D1009.1,NA,NA,NA
D1009.2.1,Magic,Magic Dead Man's Tooth,"Kittredge Witchcraft 142, 460 nn. *11, 13.",4,D,D900,D990,D1009,D1009.2,D1009.2.1,NA,NA
D1009.2,Magic,Magic Tooth,Irish myth: Cross.,3,D,D900,D990,D1009,D1009.2,NA,NA,NA
D1009.3,Magic,Magic Breasts Of Woman,NA,3,D,D900,D990,D1009,D1009.3,NA,NA,NA
D1009,Magic,Magic Bodily Members (Human) -- Miscellaneous,NA,2,D,D900,D990,D1009,NA,NA,NA,NA
D1010,Magic,Magic Bodily Members -- Animal,Jewish: *Neuman.,1,D,D900,D1010,D1010,NA,NA,NA,NA
D1011.0.1,Magic,Magic Bird Head,*Aarne MSFO XXV 175; *Type 567; India: Thompson-Balys.,NA,D,D900,D1010,D1011,D1011.0.1,D1011.0.1,NA,NA
D1011.0.2,Magic,Magic Ass's Head,Spanish: Boggs FFC XC No. 425.,NA,D,D900,D1010,D1011,D1011.0.2,D1011.0.2,NA,NA
D1011.0.3,Magic,Magic Serpent Head,Jewish: Neuman; Chinese: Eberhard FFC CXX 33.,NA,D,D900,D1010,D1011,D1011.0.3,D1011.0.3,NA,NA
D1011.1,Magic,Magic Animal Horn,"(Cf. †D992.1.) Cross MPh X 289; Icelandic: Boberg; Greek: Fox 93; Jewish: Neuman; India: Thompson-Balys; Africa (Basuto): Jacottet 160 No. 23, 242 No. 35, (Kaffir): Theal 169f; N. Am. Indian (Micmac): Rand 196 No. 25.",3,D,D900,D1010,D1011,D1011.1,NA,NA,NA
D1011.2,Magic,Magic Ear Of Animal,See references to †B115.1.,3,D,D900,D1010,D1011,D1011.2,NA,NA,NA
D1011.3.1,Magic,Magic Serpent's Crown,(Cf. †B112.) Cox Cinderella 517.,4,D,D900,D1010,D1011,D1011.3,D1011.3.1,NA,NA
D1011.3,Magic,Magic Animal's Crown,NA,3,D,D900,D1010,D1011,D1011.3,NA,NA,NA
D1011.4,Magic,Magic Tooth Of Animal,Jewish: Neuman.,3,D,D900,D1010,D1011,D1011.4,NA,NA,NA
D1011.5,Magic,Magic Lips Of Animal,NA,3,D,D900,D1010,D1011,D1011.5,NA,NA,NA
D1011.6,Magic,Magic Tongue Of Animal,Jewish: Neuman.,3,D,D900,D1010,D1011,D1011.6,NA,NA,NA
D1011.7,Magic,Magic Brain Of Animal,NA,3,D,D900,D1010,D1011,D1011.7,NA,NA,NA
D1011,Magic,Magic Animal Head,NA,2,D,D900,D1010,D1011,NA,NA,NA,NA
D1012.1.1,Magic,Magic Legs Of Bull,India: Thompson-Balys.,4,D,D900,D1010,D1012,D1012.1,D1012.1.1,NA,NA
D1012.1,Magic,Magic Legs Of Animal,NA,3,D,D900,D1010,D1012,D1012.1,NA,NA,NA
D1012,Magic,Magic Limbs Of Animal,NA,2,D,D900,D1010,D1012,NA,NA,NA,NA
D1013.1,Magic,Magic Chicken-Thigh,India: Thompson-Balys.,3,D,D900,D1010,D1013,D1013.1,NA,NA,NA
D1013,Magic,Magic Bone Of Animal,"Breton: Sébillot Incidents s. v. ""os""; cf. Type 780. --India: Thompson-Balys; Africa (Basuto): Jacottet 180 No. 26, 190 No. 28.",2,D,D900,D1010,D1013,NA,NA,NA,NA
D1015.1.1,Magic,Magic Bird Heart,"*Type 567; *BP I 528, III 3ff.; *Aarne MSFO XXV 176; Penzer I 19 n. 2; *Fb ""hjærte"" I 631b. --Breton: Sébillot Incidents s. v. ""mendiant"".",4,D,D900,D1010,D1015,D1015.1,D1015.1.1,NA,NA
D1015.1.2,Magic,Magic Dragon Heart,(Cf. †B11.2.9.) Icelandic: Völsunga Saga 66.,4,D,D900,D1010,D1015,D1015.1,D1015.1.2,NA,NA
D1015.1.3,Magic,Magic Serpent Heart,Spanish: Boggs FFC XC 43 No. 302 A*.,4,D,D900,D1010,D1015,D1015.1,D1015.1.3,NA,NA
D1015.1.4,Magic,Magic Wolf Heart,Icelandic: Boberg.,4,D,D900,D1010,D1015,D1015.1,D1015.1.4,NA,NA
D1015.1.5,Magic,Magic Fox Heart,Jewish: Neuman.,4,D,D900,D1010,D1015,D1015.1,D1015.1.5,NA,NA
D1015.1,Magic,Magic Heart Of Animal,NA,3,D,D900,D1010,D1015,D1015.1,NA,NA,NA
D1015.2,Magic,Magic Gall-Bladder Of Animal,Africa (Basuto): Jacottet 214 No. 32; (Ekoi): Talbot 27.,3,D,D900,D1010,D1015,D1015.2,NA,NA,NA
D1015.3.1,Magic,Magic Entrails Of Bird,Aarne MSFO XXV 176.,4,D,D900,D1010,D1015,D1015.3,D1015.3.1,NA,NA
D1015.3.2,Magic,Magic Entrails Of Goat,German: Grimm No. 130.,4,D,D900,D1010,D1015,D1015.3,D1015.3.2,NA,NA
D1015.3,Magic,Magic Entrails Of Animal,NA,3,D,D900,D1010,D1015,D1015.3,NA,NA,NA
D1015.4.1,Magic,Magic Bird Liver,*Aarne MSFO XXV 176; Type 567.,4,D,D900,D1010,D1015,D1015.4,D1015.4.1,NA,NA
D1015.4,Magic,Magic Liver Of Animal,Chinese-Persian: Coyajee JPASB XXIV 187.,3,D,D900,D1010,D1015,D1015.4,NA,NA,NA
D1015.5.1,Magic,Magic Stomach Of Hare,Jewish: Neuman.,4,D,D900,D1010,D1015,D1015.5,D1015.5.1,NA,NA
D1015.5,Magic,Magic Stomach Of Animal,NA,3,D,D900,D1010,D1015,D1015.5,NA,NA,NA
D1015,Magic,Magic Internal Organs Of Animal,NA,2,D,D900,D1010,D1015,NA,NA,NA,NA
D1016,Magic,Magic Blood Of Animal,Jewish: Neuman; Africa (Ekoi): Talbot 187.,2,D,D900,D1010,D1016,NA,NA,NA,NA
D1017.1.1,Magic,Magic Fat Of Crow,"Fb ""fedt"" I 278b.",4,D,D900,D1010,D1017,D1017.1,D1017.1.1,NA,NA
D1017.1,Magic,Magic Fat Of Animal,NA,3,D,D900,D1010,D1017,D1017.1,NA,NA,NA
D1017,Magic,Magic Flesh Of Animal,Irish: Cross.,2,D,D900,D1010,D1017,NA,NA,NA,NA
D1018,Magic,Magic Milk Of Animal,*Köhler-Bolte I 468; Dh II 154. --Irish myth: *Cross; Jewish: Neuman; India: Thompson-Balys; Africa (Kaffir): Theal 70.,2,D,D900,D1010,D1018,NA,NA,NA,NA
D1021.1,Magic,Magic Bird's Power In One Feather,India: Thompson-Balys.,3,D,D900,D1010,D1021,D1021.1,NA,NA,NA
D1021,Magic,Magic Feather,"*Types 552, 534*; BP III 18ff.; 424ff. --Breton: Sébillot Incidents s. v. ""plume""; English: Child V 496 s. v. ""sleep""; Persian: Carnoy 290, 331; India: Thompson-Balys; Eskimo (Greenland): Rasmussen III 304; Africa (Kaffir): Theal 126.",2,D,D900,D1010,D1021,NA,NA,NA,NA
D1022.0.1,Magic,Wings Grown By Magic,"Breton: Sébillot Incidents s. v. ""ailes"".",NA,D,D900,D1010,D1022,D1022.0.1,D1022.0.1,NA,NA
D1022,Magic,Magic Wings,Aarne MSFO XXV 176; Jewish: Neuman.,2,D,D900,D1010,D1022,NA,NA,NA,NA
D1023.1,Magic,Magic Hair Of Bear,"*Fb ""hår"" I 771b.",3,D,D900,D1010,D1023,D1023.1,NA,NA,NA
D1023.2,Magic,Magic Hair Of Fox,"*Fb ""hår"" I 771b.",3,D,D900,D1010,D1023,D1023.2,NA,NA,NA
D1023.3,Magic,Magic Hair Of Lion's Tail,French Canadian: Sister Marie Ursule.,3,D,D900,D1010,D1023,D1023.3,NA,NA,NA
D1023.4,Magic,Magic Hair Of Ant's Beard,French Canadian: Sister Marie Ursule.,3,D,D900,D1010,D1023,D1023.4,NA,NA,NA
D1023,Magic,Magic Hair Of Animal,"Fb ""hår"" I 771b.",2,D,D900,D1010,D1023,NA,NA,NA,NA
D1024,Magic,Magic Egg,"Irish myth: Cross (†D1019); Breton: Sébillot Incidents s. v. ""oeuf""; Jewish: Neuman; Chinese: Eberhard FFC CXX 104f., 151; Jamaica: Beckwith MAFLS XVII 269 No. 81, 277 No. 89.",2,D,D900,D1010,D1024,NA,NA,NA,NA
D1025.1,Magic,Magic Pigskin,Irish: MacCulloch Celtic 40; *Cross.,3,D,D900,D1010,D1025,D1025.1,NA,NA,NA
D1025.2,Magic,Magic Fishskin,*Chauvin V 230 No. 130.,3,D,D900,D1010,D1025,D1025.2,NA,NA,NA
D1025.3,Magic,Magic Mouseskin,Africa (Zulu): Callaway 97.,3,D,D900,D1010,D1025,D1025.3,NA,NA,NA
D1025.4,Magic,Magic Skin Of Swallow,Africa (Zulu): Callaway 53.,3,D,D900,D1010,D1025,D1025.4,NA,NA,NA
D1025.5,Magic,Magic Cowhide,Irish myth: Cross.,3,D,D900,D1010,D1025,D1025.5,NA,NA,NA
D1025.6,Magic,Magic Dogskin,Irish myth: Cross.,3,D,D900,D1010,D1025,D1025.6,NA,NA,NA
D1025.7,Magic,Magic Horseskin,French Canadian: Sister Marie Ursule; Chinese: Eberhard FFC CXX 79.,3,D,D900,D1010,D1025,D1025.7,NA,NA,NA
D1025.8,Magic,Magic Sheepskin,Jewish: Neuman; India: Thompson-Balys.,3,D,D900,D1010,D1025,D1025.8,NA,NA,NA
D1025.9,Magic,Magic Sealskin,NA,3,D,D900,D1010,D1025,D1025.9,NA,NA,NA
D1025,Magic,Magic Skin Of Animal,NA,2,D,D900,D1010,D1025,NA,NA,NA,NA
D1026.1,Magic,Magic Bird Dung,Africa (Yoruba): Ellis 256 No. 4.,3,D,D900,D1010,D1026,D1026.1,NA,NA,NA
D1026.2,Magic,Magic Cow-Dung,BP II 527 n. 1.,3,D,D900,D1010,D1026,D1026.2,NA,NA,NA
D1026,Magic,Magic Dung Of Animal,Irish myth: Cross; India: Thompson-Balys.,2,D,D900,D1010,D1026,NA,NA,NA,NA
D1027.1,Magic,Magic Urine Of Serpent,Africa (Zanzibar): Bateman 204 No. 10.,3,D,D900,D1010,D1027,D1027.1,NA,NA,NA
D1027,Magic,Magic Urine Of Animal,Irish myth: Cross.,2,D,D900,D1010,D1027,NA,NA,NA,NA
D1028.1,Magic,Magic Conch Shell,India: Thompson-Balys.,3,D,D900,D1010,D1028,D1028.1,NA,NA,NA
D1028.2,Magic,Magic Tortoise Shell,NA,3,D,D900,D1010,D1028,D1028.2,NA,NA,NA
D1028,Magic,Magic Shell Of Animal,NA,2,D,D900,D1010,D1028,NA,NA,NA,NA
D1029.0.1,Magic,Other Bodily Members Of Bird -- Magic,Aarne MSFO XXV 176.,NA,D,D900,D1010,D1029,D1029.0.1,D1029.0.1,NA,NA
D1029.1,Magic,Magic Breath Of Animal,Irish myth: Cross.,3,D,D900,D1010,D1029,D1029.1,NA,NA,NA
D1029.2.1,Magic,Magic Yak Tail,India: Thompson-Balys.,4,D,D900,D1010,D1029,D1029.2,D1029.2.1,NA,NA
D1029.2.2,Magic,Magic Goat Tail,India: Thompson-Balys.,4,D,D900,D1010,D1029,D1029.2,D1029.2.2,NA,NA
D1029.2.3,Magic,Magic Snake Tail,Jewish: Neuman.,4,D,D900,D1010,D1029,D1029.2,D1029.2.3,NA,NA
D1029.2,Magic,Magic Tail Of Animal,Jewish: Neuman.,3,D,D900,D1010,D1029,D1029.2,NA,NA,NA
D1029.3,Magic,Magic Animal Feet,NA,3,D,D900,D1010,D1029,D1029.3,NA,NA,NA
D1029.4,Magic,Magic Sex Organs Of Animal,NA,3,D,D900,D1010,D1029,D1029.4,NA,NA,NA
D1029.5,Magic,Magic Spittle Of Animal,(Cf. †D1001.) Jewish: Neuman.,3,D,D900,D1010,D1029,D1029.5,NA,NA,NA
D1029.6,Magic,Magic Shell Of Animal,Chinese: Eberhard FFC CXX 107.,3,D,D900,D1010,D1029,D1029.6,NA,NA,NA
D1029,Magic,Other Bodily Members Of Animals -- Magic,NA,2,D,D900,D1010,D1029,NA,NA,NA,NA
D1030.1.1,Magic,Food Supplied By Means Of Prayer,Irish myth: Cross.,4,D,D900,D1030,D1030,D1030.1,D1030.1.1,NA,NA
D1030.1,Magic,Food Supplied By Magic,"Most of the references in †D1030 also belong here. *Types 563, 564. --Irish: *Cross, O'Suilleabhain 38, Beal XXI 314; Welsh: MacCulloch Celtic 192; Breton: Sébillot Incidents s. v. ""repas""; Jewish: *Neuman; India: Thompson-Balys; Indonesian: Dixon 238 n. 51; Jamaican: *Beckwith MAFLS XVII 248 No. 25; Eskimo (Cumberland Sound): Boas BAM XV 248; S. Am. Indian (Toba): Métraux MAFLS XL 44, 88.",3,D,D900,D1030,D1030,D1030.1,NA,NA,NA
D1030.2,Magic,Magic Banquet,Irish myth: *Cross.,3,D,D900,D1030,D1030,D1030.2,NA,NA,NA
D1030.3,Magic,Magic Food From Herbs,India: Thompson-Balys.,3,D,D900,D1030,D1030,D1030.3,NA,NA,NA
D1030,Magic,Magic Food,"*Fb ""tønde"" III 934b, ""mad"" II 525a, ""styrke"" III 630a. --Irish: Plummer clxxxv, *Cross, O'Suilleabhain 57, Béal XXI 322; Icelandic: De la Saussaye 254, Boberg; French Canadian: Barbeau JAFL XXIX 11; Arabic: Burton Nights II 212; India: Thompson-Balys; Philippines: Dixon 221ff.; Melanesian: ibid. 224 n. 28; Indonesian: ibid. 238 n. 51; Java: ibid. 209; Eskimo (Greenland): Rink 446, Rasmussen I 202; N. Am. Indian: *Thompson Tales 335 n. 210.",1,D,D900,D1030,D1030,NA,NA,NA,NA
D1031.0.1,Magic,Manna,Food from skies in basket each morning. Jewish: *Neuman; India: Thompson-Balys; N. Am. Indian (Maidu): Dixon BAM XVII 39ff. No. 1.,NA,D,D900,D1030,D1031,D1031.0.1,D1031.0.1,NA,NA
D1031.1.1,Magic,Consecrated Bread As Magic Object,"*Kittredge Witchcraft 149f., 469 nn. 103--116; Irish: *Cross, O'Suilleabhain 25, 48f., Beal XXI 307, 317f.",4,D,D900,D1030,D1031,D1031.1,D1031.1.1,NA,NA
D1031.1,Magic,Magic Bread,"*Type 310C*; *Fb ""brød"" IV 74b. --Breton: Sébillot Incidents s. v. ""pain""; Spanish: Boggs FFC XC 60 No. 438*; Jewish: Neuman; Babylonian: Gilgamesch-Epos XI 220ff., cf. p. 141ff.",3,D,D900,D1030,D1031,D1031.1,NA,NA,NA
D1031.2.1,Magic,Cake Made By Rubbing Flour On Griddle,Irish myth: Cross.,4,D,D900,D1030,D1031,D1031.2,D1031.2.1,NA,NA
D1031.2.2,Magic,Magic Cake Of Figs,Jewish: *Neuman.,4,D,D900,D1030,D1031,D1031.2,D1031.2.2,NA,NA
D1031.2,Magic,Magic Cake,*Type 751; *BP II 527 n. 1. --Chinese: Werner 186.,3,D,D900,D1030,D1031,D1031.2,NA,NA,NA
D1031,Magic,"Magic Pastry (Bread, Cake, Etc)",NA,2,D,D900,D1030,D1031,NA,NA,NA,NA
D1032.1,Magic,Magic Meal Of Fishes,Mark 6: 41--44.,3,D,D900,D1030,D1032,D1032.1,NA,NA,NA
D1032.2,Magic,Flesh Of Cat When Chewed Has Magic Results,Irish myth: *Cross.,3,D,D900,D1030,D1032,D1032.2,NA,NA,NA
D1032.3,Magic,Flesh Of Dog When Chewed Has Magic Results,Irish myth: *Cross.,3,D,D900,D1030,D1032,D1032.3,NA,NA,NA
D1032.4,Magic,Flesh Of Pig When Chewed Has Magic Results,Irish myth: *Cross.,3,D,D900,D1030,D1032,D1032.4,NA,NA,NA
D1032,Magic,Magic Meat,Type 301C*; Irish myth: Cross; *Frazer Apollodorus II 70 n. 2; Africa (Benga): Nassau 227 No. 34.,2,D,D900,D1030,D1032,NA,NA,NA,NA
D1033.0.1,Magic,Cereal From Man's Body,India: Thompson-Balys.,NA,D,D900,D1030,D1033,D1033.0.1,D1033.0.1,NA,NA
D1033.1,Magic,Magic Rice,Indonesian: DeVries's list No. 206; Chinese: Graham.,3,D,D900,D1030,D1033,D1033.1,NA,NA,NA
D1033.2,Magic,Magic Wheat,Irish myth: Cross.,3,D,D900,D1030,D1033,D1033.2,NA,NA,NA
D1033,Magic,Magic Cereal (Food),NA,2,D,D900,D1030,D1033,NA,NA,NA,NA
D1034,Magic,Magic Vegetable (As Food),(Cf. †D983.) Icelandic: Ragnars saga 112.,2,D,D900,D1030,D1034,NA,NA,NA,NA
D1035.1,Magic,Magic Chestnut (As Food),"Seneca: Curtin-Hewitt RBAE XXXII 148, 187, 199, 503.",3,D,D900,D1030,D1035,D1035.1,NA,NA,NA
D1035.2,Magic,Magic Coconut (As Food),Leper's Island: Dixon 127.,3,D,D900,D1030,D1035,D1035.2,NA,NA,NA
D1035,Magic,Magic Nuts (As Food),(Cf. †D985.),2,D,D900,D1030,D1035,NA,NA,NA,NA
D1036.1,Magic,Magic Cheese,"Swiss: Jegerlehner Oberwallis 318 No. 3, 321 No. 59.",3,D,D900,D1030,D1036,D1036.1,NA,NA,NA
D1036,Magic,Magic Dairy Products,NA,2,D,D900,D1030,D1036,NA,NA,NA,NA
D1037,Magic,Magic Honey,"Irish myth: *Cross, Beal XXI 337; Gaster Thespis 364; Jewish: Neuman; Hindu: Keith 158.",2,D,D900,D1030,D1037,NA,NA,NA,NA
D1038,Magic,Magic Sweets,NA,2,D,D900,D1030,D1038,NA,NA,NA,NA
D1039.1,Magic,Magic Vermicelli,Chinese: Werner 222.,3,D,D900,D1030,D1039,D1039.1,NA,NA,NA
D1039.2,Magic,Magic Salt,Jewish: Neuman; Cape Verde Islands: Parsons MAFLS XV (1) 282 No.,3,D,D900,D1030,D1039,D1039.2,NA,NA,NA
D1039,Magic,Magic Food -- Miscellaneous,NA,2,D,D900,D1030,D1039,NA,NA,NA,NA
D1040.1,Magic,Drink Supplied By Magic,Irish myth: *Cross.,3,D,D900,D1040,D1040,D1040.1,NA,NA,NA
D1040,Magic,Magic Drink,"*MacCulloch Childhood 70--72; *Fb ""drikke"" I 204b, ""styrke"" III 630a. --Greek: Frazer Apollodorus II 287 n. 2; Irish: Plummer clxxii, *Cross; Icelandic: De la Saussaye 143, *Boberg; English: Child I 363 n. 364; Swiss: Jegerlehner Oberwallis 328 No. 24; Italian Novella: Rotunda; Hindu: Keith 46; Eskimo (Greenland): Rink 453.",1,D,D900,D1040,D1040,NA,NA,NA,NA
D1041,Magic,Blood As Magic Drink,"Frazer Golden Bough XII 189 s. v. ""blood""; Zs. f. deutsche Philologie XXVI (1894) 9; Irish myth: Cross; Icelandic: Hrolfs saga Kraka 62, 69, Völsungasaga 45, *Boberg; Eskimo (Cumberland Sound): Boas BAM XV 248.",2,D,D900,D1040,D1041,NA,NA,NA,NA
D1043,Magic,Milk As Magic Drink,Irish myth: *Cross; Swiss: Jegerlehner Oberwallis 310 No. 30; Jewish: Neuman; Hindu: Keith 134.,2,D,D900,D1040,D1043,NA,NA,NA,NA
D1045.0.1,Magic,Beer Brewed By Means Of Magic Song,Finnish: Kalevala rune 20.,NA,D,D900,D1040,D1045,D1045.0.1,D1045.0.1,NA,NA
D1045.1,Magic,Magic Ale,Irish myth: *Cross; Icelandic: MacCulloch Eddic 172.,3,D,D900,D1040,D1045,D1045.1,NA,NA,NA
D1045,Magic,Magic Beer,NA,2,D,D900,D1040,D1045,NA,NA,NA,NA
D1046.1,Magic,Consecrated Wine As Magic Object,"*Kittredge Witchcraft 148, 468f. nn. 97--101; Irish myth: Cross.",3,D,D900,D1040,D1046,D1046.1,NA,NA,NA
D1046,Magic,Magic Wine,Irish myth: *Cross; Jewish: *Neuman.,2,D,D900,D1040,D1046,NA,NA,NA,NA
D1050.1,Magic,Clothes Produced By Magic,*Type 510; *Cox Cinderella passim; Saintyves Perrault 151; Irish myth: Cross.,3,D,D900,D1050,D1050,D1050.1,NA,NA,NA
D1050,Magic,Magic Clothes,"BP II 527 n. 1. --Breton: Sébillot Incidents s. v. ""habit"", ""évêque""; India: Thompson-Balys; N. Am. Indian (Seneca): Curtin-Hewitt RBAE XXXII 128, 131 No. 20, 264 No. 50.",1,D,D900,D1050,D1050,NA,NA,NA,NA
D1051,Magic,Magic Cloth,"Icelandic: *Boberg; India: Thompson-Balys, Penzer I 26; Chinese: Eberhard FFC CXX 221; Africa (Ekoi): Talbot 226; (Ibo, Nigeria): Thomas 124.",2,D,D900,D1050,D1051,NA,NA,NA,NA
D1052.1,Magic,Magic Uniform,"*Fb ""guldmundering"".",3,D,D900,D1050,D1052,D1052.1,NA,NA,NA
D1052,Magic,"Magic Garment (Robe, Tunic)","*Fb ""ønske"" III 1178b. --Irish. Plummer clxxx, clxxxi, *Cross; Breton: Sébillot Incidents s. v. ""robe""; Icelandic: *Boberg; Jewish: Neuman; India: Thompson-Balys; Chinese: Eberhard FFC CXX 165; Hawaii: Beckwith Myth *491, 499f.; N. Am. Indian: *Thompson Tales 303 n. 109i.",2,D,D900,D1050,D1052,NA,NA,NA,NA
D1053,Magic,Magic Mantle (Cloak),"*Types 328, 400, 566; *Chauvin V 230; Pauli (ed. Bolte) No. 323; *Cross MPh XVI 649; Köhler-Bolte II 409. --Irish: *Cross, Beal XXI 328, O'Suilleabhain 85; Icelandic: *Boberg; French Canadian: Barbeau JAFL XXIX 10; Hindu: Penzer I 25ff.; Japanese: Mitford 185ff.; Easter Island: Métraux Ethnology 367; N.A. Indian: *Thompson Tales 339 n. 221a.",2,D,D900,D1050,D1053,NA,NA,NA,NA
D1055,Magic,Magic Trousers (Breeches),"Fb ""lærredsbukser"" II 501a, *""bukser"" IV 77b. --Chinese: Werner 307, 309, 313.",2,D,D900,D1050,D1055,NA,NA,NA,NA
D1056,Magic,Magic Shirt,"*BP I 42; Fb ""skjorte"" III 285b, W. S. Johnsson Om Sejrsskjorten (Danske Studier 1929 97ff.); Irish myth: *Cross; Icelandic: *Boberg; Greek: Fox 94; Jamaica: Beckwith MAFLS XVII 241 No. 15.",2,D,D900,D1050,D1056,NA,NA,NA,NA
D1057.1,Magic,Magic Girdle,"Herbert III 207; Oesterley No. 10. --Middle English: Wells 55 (Sir Gawayne and the Green Knight), 85 (Sowdone of Babylone); Irish: Plummer clxxxi, *Cross; Jewish: *Neuman; Chinese: Werner 218; Tuamotu: Stimson MS (z-G. 13/152, 221, z-G. 3/1146, 1301.).",3,D,D900,D1050,D1057,D1057.1,NA,NA,NA
D1057,Magic,Magic Belt,"*Type 590; *Fb ""ønske"" III 1178b, ""træ"" III 868a, ""bælte"" IV 84a; Hdwb. d. Märchens II s. v. ""Gürtel"". --Irish myth: Cross; Breton: Sébillot Incidents s. v. ""ceinture""; Icelandic: De la Saussaye 286 *Boberg. --N. Am. Indian (Passamaquoddy): Prince PAES X 31 No. 5, (Chipewyan [European borrowing]): Thompson CColl II 392, (Micmac): Rand 274, 369 Nos 46, 71, Leland 31, (Ojibwa): Schoolcraft Indian in his Wigwam (Buffalo, 1848) 106, (Quinault): Farrand JE II 114 No. 10.",2,D,D900,D1050,D1057,NA,NA,NA,NA
D1058.1,Magic,Magic Shift,Ward II 603.,3,D,D900,D1050,D1058,D1058.1,NA,NA,NA
D1058,Magic,Magic Underclothing,NA,2,D,D900,D1050,D1058,NA,NA,NA,NA
D1061,Magic,Magic Veil,Greek: Fox 262; Africa (Zulu): Callaway 201.,2,D,D900,D1050,D1061,NA,NA,NA,NA
D1062,Magic,Magic Stockings,"Breton: Sébillot Incidents s. v. ""bas""; Eskimo (Greenland): Rink 173.",2,D,D900,D1050,D1062,NA,NA,NA,NA
D1063,Magic,Magic Garter,"*Fb ""hosebånd"" I 650b; *Chauvin V 230 No. 130.",2,D,D900,D1050,D1063,NA,NA,NA,NA
D1064,Magic,Magic Pocket,Chauvin VI 104 No. 270 n. 2.,2,D,D900,D1050,D1064,NA,NA,NA,NA
D1065.1.1,Magic,Boots Produced By Magic,Welsh: MacCulloch Celtic 96f.,4,D,D900,D1050,D1065,D1065.1,D1065.1.1,NA,NA
D1065.1,Magic,Magic Boots,"*Type 328; Saintyves Perrault 283, 286; Fb ""stövle"" III 642a. --Irish myth: Cross; Breton: Sébillot Incidents s. v. ""bottes""; French Canadian: Barbeau JAFL XXIX 10; Russian: Andrejev No. 515**; Hindu: Penzer I 25ff.; N. Am. Indian: cf. Thompson Tales 315 n. 145.",3,D,D900,D1050,D1065,D1065.1,NA,NA,NA
D1065.2,Magic,Magic Shoes,"Type 515**; *Chauvin V 229 No. 130; Penzer I 24 n. 1; Fb ""sko"" III 288a; Icelandic: Boberg.",3,D,D900,D1050,D1065,D1065.2,NA,NA,NA
D1065.3,Magic,Magic Snowshoes,N. Am. Indian (Menomini): Skinner JAFL XXVII 98.,3,D,D900,D1050,D1065,D1065.3,NA,NA,NA
D1065.4,Magic,Magic Moccasins,"N. Am. Indian: *Thompson Tales 303 n. 109i, 322 n. 164, (Zuñi): Parsons JAFL XXXI 242 No. 16.",3,D,D900,D1050,D1065,D1065.4,NA,NA,NA
D1065.5,Magic,Magic Sandals,"Irish myth: Cross; Greek: Fox 34, Frazer Apollodorus I 153 n. 3 (Perseus); India: Thompson-Balys, Penzer 28, III 56, VII 235.",3,D,D900,D1050,D1065,D1065.5,NA,NA,NA
D1065.6,Magic,Magic Gaiters,Penzer I 27.,3,D,D900,D1050,D1065,D1065.6,NA,NA,NA
D1065.7,Magic,Magic Slippers,NA,3,D,D900,D1050,D1065,D1065.7,NA,NA,NA
D1065,Magic,Magic Footwear,NA,2,D,D900,D1050,D1065,NA,NA,NA,NA
D1066,Magic,Magic Glove,"Fb ""styrke"" III 630a. --Icelandic: *Boberg.",2,D,D900,D1050,D1066,NA,NA,NA,NA
D1067.1,Magic,Magic Hat,"*Fb ""hat"" I 563b, ""usynlig"" III 985b; Mt. 581*; Saintyves Perrault 291. --Irish myth: Cross; Icelandic: Herrmann Saxo II 596; Greek: Fox 195 (Hermes); Breton: Sébillot Incidents s. v. ""chapeau""; N. Am. Indian (Haida): Alexander N. Am. 261, (Lkuñgen): Hill-Tout JAI XXXVII 342.",3,D,D900,D1050,D1067,D1067.1,NA,NA,NA
